config_id,final_loss,accuracy,accuracy_error,max_hidden_units,use_bias,weight_init_range,learning_rate,batch_size,seed,training_time,actual_hidden_units
370,0.6126555068361336,0.75,0.04083333333333333,5,True,"(-0.5, 0.5)",0.1,8,42,0.07965660095214844,4
371,0.595149034546839,0.6805555555555556,0.04396870347192746,5,True,"(-0.5, 0.5)",0.1,8,123,0.0779421329498291,4
372,0.6432968255516177,0.6921296296296297,0.04353032060400154,5,True,"(-0.5, 0.5)",0.1,8,456,0.08226776123046875,4
373,0.6000446737103367,0.75,0.04083333333333333,5,True,"(-0.5, 0.5)",0.1,16,42,0.06296563148498535,4
374,0.5909604761938856,0.7013888888888888,0.04315654019155662,5,True,"(-0.5, 0.5)",0.1,16,123,0.06867408752441406,4
375,0.6075587988327686,0.7083333333333334,0.04286239526652166,5,True,"(-0.5, 0.5)",0.1,16,456,0.07013344764709473,4
376,0.6359953441853236,0.7037037037037037,0.043059821757163316,5,True,"(-0.5, 0.5)",0.1,32,42,0.010451316833496094,0
377,0.597074730101466,0.7083333333333334,0.04286239526652166,5,True,"(-0.5, 0.5)",0.1,32,123,0.023591279983520508,1
378,0.5924389338635817,0.6134259259259259,0.045921030320829205,5,True,"(-0.5, 0.5)",0.1,32,456,0.04369354248046875,3
379,0.6039032854854545,0.7337962962962963,0.04167820461154819,5,True,"(-1.0, 1.0)",0.01,8,42,0.05095839500427246,3
380,0.5985450932747992,0.7268518518518519,0.04201808727752391,5,True,"(-1.0, 1.0)",0.01,8,123,0.05917620658874512,3
381,0.600000930084397,0.6504629629629629,0.04496473981375938,5,True,"(-1.0, 1.0)",0.01,8,456,0.0716714859008789,4
382,0.6303298297777694,0.6435185185185185,0.04516616424715403,5,True,"(-1.0, 1.0)",0.01,16,42,0.06797242164611816,4
383,0.6148640928805926,0.7222222222222222,0.042237516181770254,5,True,"(-1.0, 1.0)",0.01,16,123,0.06688857078552246,4
384,0.6333433814348686,0.6296296296296297,0.04553809874412959,5,True,"(-1.0, 1.0)",0.01,16,456,0.06847524642944336,4
385,0.7880663102897626,0.6365740740740741,0.04535724046982907,5,True,"(-1.0, 1.0)",0.01,32,42,0.06456398963928223,4
386,0.6966676285414218,0.7222222222222222,0.042237516181770254,5,True,"(-1.0, 1.0)",0.01,32,123,0.06302309036254883,4
387,0.7407715692307093,0.5486111111111112,0.0469269069410109,5,True,"(-1.0, 1.0)",0.01,32,456,0.06321310997009277,4
388,0.5996113792548352,0.6782407407407407,0.044052611738053714,5,True,"(-1.0, 1.0)",0.05,8,42,0.048227548599243164,2
389,0.5893751023588399,0.6967592592592593,0.04334603194892665,5,True,"(-1.0, 1.0)",0.05,8,123,0.0794973373413086,4
390,0.6126904470020821,0.6620370370370371,0.04460565238665043,5,True,"(-1.0, 1.0)",0.05,8,456,0.09303021430969238,4
391,0.590204440930211,0.6527777777777778,0.04489527486611558,5,True,"(-1.0, 1.0)",0.05,16,42,0.061892032623291016,4
392,0.597876924387992,0.6851851851851852,0.0437971409390823,5,True,"(-1.0, 1.0)",0.05,16,123,0.026426076889038086,1
393,0.5919229362235178,0.6712962962962963,0.044296929367674744,5,True,"(-1.0, 1.0)",0.05,16,456,0.06253170967102051,4
394,0.6131424869844923,0.6689814814814815,0.04437592217750578,5,True,"(-1.0, 1.0)",0.05,32,42,0.029674768447875977,2
395,0.5895629748857373,0.7175925925925926,0.04245132141296492,5,True,"(-1.0, 1.0)",0.05,32,123,0.0559077262878418,4
396,0.6441731496830682,0.6805555555555556,0.04396870347192746,5,True,"(-1.0, 1.0)",0.05,32,456,0.02561330795288086,1
397,0.6126415053747929,0.6597222222222222,0.04467983375412043,5,True,"(-1.0, 1.0)",0.1,8,42,0.0788874626159668,4
398,0.5951400255760343,0.6898148148148148,0.04362053444917033,5,True,"(-1.0, 1.0)",0.1,8,123,0.08092975616455078,4
399,0.64329714158962,0.6643518518518519,0.044530277405614854,5,True,"(-1.0, 1.0)",0.1,8,456,0.07985353469848633,4
400,0.5999425010166971,0.6574074074074074,0.04475282744355322,5,True,"(-1.0, 1.0)",0.1,16,42,0.06292390823364258,4
401,0.5909304379468828,0.6990740740740741,0.043251940688154945,5,True,"(-1.0, 1.0)",0.1,16,123,0.06938672065734863,4
402,0.6075604562207174,0.6736111111111112,0.0442167178128923,5,True,"(-1.0, 1.0)",0.1,16,456,0.06998801231384277,4
403,0.5890942764828817,0.6689814814814815,0.04437592217750578,5,True,"(-1.0, 1.0)",0.1,32,42,0.03843259811401367,2
404,0.5890627035678458,0.7175925925925926,0.04245132141296492,5,True,"(-1.0, 1.0)",0.1,32,123,0.05692005157470703,4
405,0.5940293118148678,0.6574074074074074,0.04475282744355322,5,True,"(-1.0, 1.0)",0.1,32,456,0.06474995613098145,4
426,0.6183299562293263,0.7106481481481481,0.042761668790578904,5,False,"(-0.1, 0.1)",0.1,8,456,0.020865917205810547,0
431,0.6221970182403472,0.7060185185185185,0.04296177648388593,5,False,"(-0.1, 0.1)",0.1,32,123,0.017297029495239258,0
453,0.6184311058729463,0.7106481481481481,0.042761668790578904,5,False,"(-0.5, 0.5)",0.1,8,456,0.02082085609436035,0
454,0.6081605013637761,0.7037037037037037,0.043059821757163316,5,False,"(-0.5, 0.5)",0.1,16,42,0.016754150390625,0
480,0.6185452404146186,0.7083333333333334,0.04286239526652166,5,False,"(-1.0, 1.0)",0.1,8,456,0.021288633346557617,0
487,0.6428427822838443,0.7060185185185185,0.04296177648388593,6,True,"(-0.1, 0.1)",0.01,8,42,0.026468515396118164,1
488,0.6337231402949483,0.7129629629629629,0.04265958752691199,6,True,"(-0.1, 0.1)",0.01,8,123,0.029978275299072266,1
489,0.6066108467617799,0.7083333333333334,0.04286239526652166,6,True,"(-0.1, 0.1)",0.01,8,456,0.05146026611328125,3
490,0.6881568457411372,0.7060185185185185,0.04296177648388593,6,True,"(-0.1, 0.1)",0.01,16,42,0.027373552322387695,1
491,0.6263067377713777,0.7083333333333334,0.04286239526652166,6,True,"(-0.1, 0.1)",0.01,16,123,0.05506539344787598,3
492,0.6632718514231234,0.6921296296296297,0.04353032060400154,6,True,"(-0.1, 0.1)",0.01,16,456,0.03555798530578613,2
493,0.7319534247336411,0.6967592592592593,0.04334603194892665,6,True,"(-0.1, 0.1)",0.01,32,42,0.031424522399902344,2
494,0.6814080131625205,0.7083333333333334,0.04286239526652166,6,True,"(-0.1, 0.1)",0.01,32,123,0.05065488815307617,3
495,0.6637645744928617,0.6967592592592593,0.04334603194892665,6,True,"(-0.1, 0.1)",0.01,32,456,0.06358003616333008,4
496,0.6001282101429983,0.7129629629629629,0.04265958752691199,6,True,"(-0.1, 0.1)",0.05,8,42,0.04845929145812988,2
497,0.6014045573026015,0.7013888888888888,0.04315654019155662,6,True,"(-0.1, 0.1)",0.05,8,123,0.03237462043762207,1
498,0.6141093164369918,0.7129629629629629,0.04265958752691199,6,True,"(-0.1, 0.1)",0.05,8,456,0.014769554138183594,0
499,0.5912465965275273,0.7199074074074074,0.042345116380007104,6,True,"(-0.1, 0.1)",0.05,16,42,0.062128305435180664,4
500,0.5905687922349635,0.7129629629629629,0.04265958752691199,6,True,"(-0.1, 0.1)",0.05,16,123,0.0511016845703125,3
501,0.6011753337521613,0.7060185185185185,0.04296177648388593,6,True,"(-0.1, 0.1)",0.05,16,456,0.02438497543334961,1
502,0.6080996362026967,0.7060185185185185,0.04296177648388593,6,True,"(-0.1, 0.1)",0.05,32,42,0.03568744659423828,2
503,0.592350509829799,0.7060185185185185,0.04296177648388593,6,True,"(-0.1, 0.1)",0.05,32,123,0.06340980529785156,4
504,0.6045483684135937,0.7037037037037037,0.043059821757163316,6,True,"(-0.1, 0.1)",0.05,32,456,0.03574824333190918,2
505,0.6126602278677399,0.7245370370370371,0.0421285101281036,6,True,"(-0.1, 0.1)",0.1,8,42,0.07976222038269043,4
506,0.5951532749695535,0.6597222222222222,0.04467983375412043,6,True,"(-0.1, 0.1)",0.1,8,123,0.07865786552429199,4
507,0.6432959957758911,0.7060185185185185,0.04296177648388593,6,True,"(-0.1, 0.1)",0.1,8,456,0.07887840270996094,4
508,0.6000826004817801,0.7199074074074074,0.042345116380007104,6,True,"(-0.1, 0.1)",0.1,16,42,0.06415843963623047,4
509,0.5909755636116852,0.6944444444444444,0.043438822481537555,6,True,"(-0.1, 0.1)",0.1,16,123,0.06978130340576172,4
510,0.6075538532686537,0.7175925925925926,0.04245132141296492,6,True,"(-0.1, 0.1)",0.1,16,456,0.07076358795166016,4
511,0.6018012041393246,0.7083333333333334,0.04286239526652166,6,True,"(-0.1, 0.1)",0.1,32,42,0.023070335388183594,1
512,0.6011959556747791,0.7106481481481481,0.042761668790578904,6,True,"(-0.1, 0.1)",0.1,32,123,0.024975061416625977,1
513,0.5922725773982616,0.7037037037037037,0.043059821757163316,6,True,"(-0.1, 0.1)",0.1,32,456,0.04368329048156738,3
514,0.5974623444728246,0.7361111111111112,0.04156199988267923,6,True,"(-0.5, 0.5)",0.01,8,42,0.05829334259033203,3
515,0.6246520931722979,0.7060185185185185,0.04296177648388593,6,True,"(-0.5, 0.5)",0.01,8,123,0.031427860260009766,1
516,0.6091704100473869,0.6064814814814815,0.04606865760039766,6,True,"(-0.5, 0.5)",0.01,8,456,0.051758766174316406,3
517,0.6097725276559994,0.7430555555555556,0.041204481803583874,6,True,"(-0.5, 0.5)",0.01,16,42,0.06952285766601562,4
518,0.653348751657402,0.7175925925925926,0.04245132141296492,6,True,"(-0.5, 0.5)",0.01,16,123,0.03759193420410156,2
519,0.6347781766141295,0.6689814814814815,0.04437592217750578,6,True,"(-0.5, 0.5)",0.01,16,456,0.0654897689819336,4
520,0.6676992732573036,0.7361111111111112,0.04156199988267923,6,True,"(-0.5, 0.5)",0.01,32,42,0.06446099281311035,4
521,0.6563303359419678,0.7175925925925926,0.04245132141296492,6,True,"(-0.5, 0.5)",0.01,32,123,0.06468772888183594,4
522,0.6830457499803659,0.6388888888888888,0.04529468996677315,6,True,"(-0.5, 0.5)",0.01,32,456,0.06565213203430176,4
523,0.6109671462940687,0.7083333333333334,0.04286239526652166,6,True,"(-0.5, 0.5)",0.05,8,42,0.015027761459350586,0
524,0.6011499146378227,0.7060185185185185,0.04296177648388593,6,True,"(-0.5, 0.5)",0.05,8,123,0.03078007698059082,1
525,0.6126887339101613,0.6967592592592593,0.04334603194892665,6,True,"(-0.5, 0.5)",0.05,8,456,0.07831096649169922,4
526,0.5995538556317771,0.6805555555555556,0.04396870347192746,6,True,"(-0.5, 0.5)",0.05,16,42,0.02267742156982422,1
527,0.6209358337064633,0.7175925925925926,0.04245132141296492,6,True,"(-0.5, 0.5)",0.05,16,123,0.014724016189575195,0
528,0.6025138037537424,0.7013888888888888,0.04315654019155662,6,True,"(-0.5, 0.5)",0.05,16,456,0.0251772403717041,1
529,0.594172745246049,0.7430555555555556,0.041204481803583874,6,True,"(-0.5, 0.5)",0.05,32,42,0.043459177017211914,3
530,0.6166700425465238,0.7060185185185185,0.04296177648388593,6,True,"(-0.5, 0.5)",0.05,32,123,0.02373671531677246,1
531,0.5994739304039887,0.6157407407407407,0.04586963807879957,6,True,"(-0.5, 0.5)",0.05,32,456,0.04503679275512695,3
532,0.6126555068361336,0.75,0.04083333333333333,6,True,"(-0.5, 0.5)",0.1,8,42,0.0771486759185791,4
533,0.595149034546839,0.6805555555555556,0.04396870347192746,6,True,"(-0.5, 0.5)",0.1,8,123,0.07821846008300781,4
534,0.6432968255516177,0.6921296296296297,0.04353032060400154,6,True,"(-0.5, 0.5)",0.1,8,456,0.08035731315612793,4
535,0.6000446737103367,0.75,0.04083333333333333,6,True,"(-0.5, 0.5)",0.1,16,42,0.06400704383850098,4
536,0.5909604761938856,0.7013888888888888,0.04315654019155662,6,True,"(-0.5, 0.5)",0.1,16,123,0.07093596458435059,4
537,0.6075587988327686,0.7083333333333334,0.04286239526652166,6,True,"(-0.5, 0.5)",0.1,16,456,0.07089519500732422,4
538,0.6359953441853236,0.7037037037037037,0.043059821757163316,6,True,"(-0.5, 0.5)",0.1,32,42,0.011307716369628906,0
539,0.597074730101466,0.7083333333333334,0.04286239526652166,6,True,"(-0.5, 0.5)",0.1,32,123,0.024076461791992188,1
540,0.5924389338635817,0.6134259259259259,0.045921030320829205,6,True,"(-0.5, 0.5)",0.1,32,456,0.04435443878173828,3
541,0.6039032854854545,0.7337962962962963,0.04167820461154819,6,True,"(-1.0, 1.0)",0.01,8,42,0.05259394645690918,3
542,0.5985450932747992,0.7268518518518519,0.04201808727752391,6,True,"(-1.0, 1.0)",0.01,8,123,0.06110978126525879,3
543,0.600000930084397,0.6504629629629629,0.04496473981375938,6,True,"(-1.0, 1.0)",0.01,8,456,0.07280683517456055,4
544,0.6303298297777694,0.6435185185185185,0.04516616424715403,6,True,"(-1.0, 1.0)",0.01,16,42,0.06881928443908691,4
545,0.6148640928805926,0.7222222222222222,0.042237516181770254,6,True,"(-1.0, 1.0)",0.01,16,123,0.0679466724395752,4
546,0.6333433814348686,0.6296296296296297,0.04553809874412959,6,True,"(-1.0, 1.0)",0.01,16,456,0.07165145874023438,4
547,0.7880663102897626,0.6365740740740741,0.04535724046982907,6,True,"(-1.0, 1.0)",0.01,32,42,0.06626534461975098,4
548,0.6966676285414218,0.7222222222222222,0.042237516181770254,6,True,"(-1.0, 1.0)",0.01,32,123,0.06522274017333984,4
549,0.7407715692307093,0.5486111111111112,0.0469269069410109,6,True,"(-1.0, 1.0)",0.01,32,456,0.06511330604553223,4
550,0.5996113792548352,0.6782407407407407,0.044052611738053714,6,True,"(-1.0, 1.0)",0.05,8,42,0.04987645149230957,2
551,0.5893751023588399,0.6967592592592593,0.04334603194892665,6,True,"(-1.0, 1.0)",0.05,8,123,0.08357429504394531,4
552,0.6126904470020821,0.6620370370370371,0.04460565238665043,6,True,"(-1.0, 1.0)",0.05,8,456,0.0806882381439209,4
553,0.590204440930211,0.6527777777777778,0.04489527486611558,6,True,"(-1.0, 1.0)",0.05,16,42,0.07571864128112793,4
554,0.597876924387992,0.6851851851851852,0.0437971409390823,6,True,"(-1.0, 1.0)",0.05,16,123,0.028755664825439453,1
555,0.5919229362235178,0.6712962962962963,0.044296929367674744,6,True,"(-1.0, 1.0)",0.05,16,456,0.06432747840881348,4
556,0.6131424869844923,0.6689814814814815,0.04437592217750578,6,True,"(-1.0, 1.0)",0.05,32,42,0.029549598693847656,2
557,0.5895629748857373,0.7175925925925926,0.04245132141296492,6,True,"(-1.0, 1.0)",0.05,32,123,0.05831265449523926,4
558,0.6441731496830682,0.6805555555555556,0.04396870347192746,6,True,"(-1.0, 1.0)",0.05,32,456,0.02489185333251953,1
559,0.6126415053747929,0.6597222222222222,0.04467983375412043,6,True,"(-1.0, 1.0)",0.1,8,42,0.08078384399414062,4
560,0.5951400255760343,0.6898148148148148,0.04362053444917033,6,True,"(-1.0, 1.0)",0.1,8,123,0.08132481575012207,4
561,0.64329714158962,0.6643518518518519,0.044530277405614854,6,True,"(-1.0, 1.0)",0.1,8,456,0.0812227725982666,4
562,0.5999425010166971,0.6574074074074074,0.04475282744355322,6,True,"(-1.0, 1.0)",0.1,16,42,0.0651557445526123,4
563,0.5909304379468828,0.6990740740740741,0.043251940688154945,6,True,"(-1.0, 1.0)",0.1,16,123,0.06850218772888184,4
564,0.6075604562207174,0.6736111111111112,0.0442167178128923,6,True,"(-1.0, 1.0)",0.1,16,456,0.07165694236755371,4
565,0.5890942764828817,0.6689814814814815,0.04437592217750578,6,True,"(-1.0, 1.0)",0.1,32,42,0.040078163146972656,2
566,0.5890627035678458,0.7175925925925926,0.04245132141296492,6,True,"(-1.0, 1.0)",0.1,32,123,0.058387041091918945,4
567,0.5940293118148678,0.6574074074074074,0.04475282744355322,6,True,"(-1.0, 1.0)",0.1,32,456,0.06682133674621582,4
588,0.6183299562293263,0.7106481481481481,0.042761668790578904,6,False,"(-0.1, 0.1)",0.1,8,456,0.021050691604614258,0
593,0.6221970182403472,0.7060185185185185,0.04296177648388593,6,False,"(-0.1, 0.1)",0.1,32,123,0.01657271385192871,0
615,0.6184311058729463,0.7106481481481481,0.042761668790578904,6,False,"(-0.5, 0.5)",0.1,8,456,0.020630836486816406,0
616,0.6081605013637761,0.7037037037037037,0.043059821757163316,6,False,"(-0.5, 0.5)",0.1,16,42,0.014759302139282227,0
642,0.6185452404146186,0.7083333333333334,0.04286239526652166,6,False,"(-1.0, 1.0)",0.1,8,456,0.021074295043945312,0
