config_id,mean_loss,mean_accuracy,std_accuracy,max_hidden_units,use_bias,weight_init,learning_rate,batch_size,max_epochs,seed,training_time,fold_accuracies,fold_losses
27,0.6654775908573247,0.7336666666666667,0.041957650606825506,3,True,uniform,0.01,32,150,456,0.23357009887695312,"[0.8, 0.68, 0.72, 0.76, 0.7083333333333334]","[np.float64(0.6670012264980104), np.float64(0.717840415158856), np.float64(0.6582460327440236), np.float64(0.6363243613258617), np.float64(0.6479759185598718)]"
28,0.5838736297638627,0.7336666666666667,0.06066666666666668,3,True,uniform,0.05,8,50,42,0.13427138328552246,"[0.8, 0.64, 0.72, 0.8, 0.7083333333333334]","[np.float64(0.583724799390821), np.float64(0.6152733767757929), np.float64(0.5653290302183006), np.float64(0.6045433349503958), np.float64(0.5504976074840036)]"
29,0.5857493710772712,0.7096666666666667,0.07321505613222216,3,True,uniform,0.05,8,50,123,0.15259742736816406,"[0.64, 0.64, 0.72, 0.84, 0.7083333333333334]","[np.float64(0.5873347579669289), np.float64(0.6129936715735572), np.float64(0.5652990403105279), np.float64(0.5989292336027768), np.float64(0.5641901519325656)]"
30,0.5910820562238599,0.6936666666666667,0.030557777696975562,3,True,uniform,0.05,8,50,456,0.12762904167175293,"[0.68, 0.64, 0.72, 0.72, 0.7083333333333334]","[np.float64(0.5917406734511491), np.float64(0.6313320789288787), np.float64(0.5639102291119484), np.float64(0.597077446929937), np.float64(0.5713498526973863)]"
31,0.5780269530165735,0.6936666666666667,0.030557777696975562,3,True,uniform,0.05,8,100,42,0.2842676639556885,"[0.68, 0.64, 0.72, 0.72, 0.7083333333333334]","[np.float64(0.5836528337188871), np.float64(0.5951264720591821), np.float64(0.5574395118214822), np.float64(0.595984136648558), np.float64(0.5579318108347585)]"
32,0.5799765462588418,0.7016666666666667,0.05942315298863829,3,True,uniform,0.05,8,100,123,0.2688164710998535,"[0.64, 0.64, 0.72, 0.8, 0.7083333333333334]","[np.float64(0.5910753759681829), np.float64(0.6007608779945988), np.float64(0.5568065041884167), np.float64(0.5982866596376694), np.float64(0.5529533135053408)]"
33,0.5876435231160233,0.726,0.06799999999999998,3,True,uniform,0.05,8,100,456,0.207047700881958,"[0.68, 0.64, 0.72, 0.84, 0.75]","[np.float64(0.5917406734511491), np.float64(0.6001486751504362), np.float64(0.5888944448801983), np.float64(0.5997071120385992), np.float64(0.5577267100597338)]"
34,0.5830731652237181,0.7096666666666667,0.0529192256599097,3,True,uniform,0.05,8,150,42,0.2548348903656006,"[0.68, 0.64, 0.72, 0.8, 0.7083333333333334]","[np.float64(0.5806985629988978), np.float64(0.6132200090435443), np.float64(0.5623188195711583), np.float64(0.5986539393223852), np.float64(0.560474495182605)]"
35,0.5881943137503401,0.7013333333333333,0.04266666666666667,3,True,uniform,0.05,8,150,123,0.26384687423706055,"[0.76, 0.64, 0.72, 0.72, 0.6666666666666666]","[np.float64(0.592439213835602), np.float64(0.6104982614797686), np.float64(0.5589054059765907), np.float64(0.6244519420302844), np.float64(0.5546767454294549)]"
36,0.5837822872127064,0.7093333333333333,0.07025034598570394,3,True,uniform,0.05,8,150,456,0.3429396152496338,"[0.68, 0.64, 0.72, 0.84, 0.6666666666666666]","[np.float64(0.5917406734511491), np.float64(0.6204680672651107), np.float64(0.5608037653655963), np.float64(0.5982742758574201), np.float64(0.5476246541242559)]"
37,0.584371045811084,0.7176666666666667,0.05676070628328878,3,True,uniform,0.05,16,50,42,0.11392474174499512,"[0.8, 0.64, 0.68, 0.76, 0.7083333333333334]","[np.float64(0.5804175519615293), np.float64(0.6091831124089447), np.float64(0.5476251817275317), np.float64(0.6047720921518354), np.float64(0.5798572908055785)]"
38,0.5854769514891371,0.7016666666666667,0.05942315298863829,3,True,uniform,0.05,16,50,123,0.1330122947692871,"[0.64, 0.64, 0.72, 0.8, 0.7083333333333334]","[np.float64(0.5879866530531361), np.float64(0.6081939979257519), np.float64(0.5616015104111588), np.float64(0.6001132897788978), np.float64(0.569489306276741)]"
39,0.5828168609195977,0.7336666666666667,0.06066666666666668,3,True,uniform,0.05,16,50,456,0.13515305519104004,"[0.8, 0.64, 0.72, 0.8, 0.7083333333333334]","[np.float64(0.5936862719502171), np.float64(0.6049286609340714), np.float64(0.5573762818650596), np.float64(0.5987491576527292), np.float64(0.5593439321959115)]"
40,0.5775894578645264,0.6936666666666667,0.030557777696975562,3,True,uniform,0.05,16,100,42,0.19381952285766602,"[0.68, 0.64, 0.72, 0.72, 0.7083333333333334]","[np.float64(0.5793319604958351), np.float64(0.6049519470646312), np.float64(0.5528999457795326), np.float64(0.5897862860941158), np.float64(0.5609771498885173)]"
41,0.5823188340054244,0.7096666666666667,0.07321505613222216,3,True,uniform,0.05,16,100,123,0.2237563133239746,"[0.64, 0.64, 0.72, 0.84, 0.7083333333333334]","[np.float64(0.603534309524727), np.float64(0.5995600655642451), np.float64(0.5580951039943359), np.float64(0.5984578407338794), np.float64(0.5519468502099343)]"
42,0.6010787099335014,0.7416666666666667,0.06097358262213054,3,True,uniform,0.05,16,100,456,0.15819811820983887,"[0.8, 0.64, 0.76, 0.8, 0.7083333333333334]","[np.float64(0.584833628528717), np.float64(0.6174260653072615), np.float64(0.6328791219175102), np.float64(0.5916676357696906), np.float64(0.5785870981443276)]"
43,0.5768096346550887,0.7096666666666667,0.0529192256599097,3,True,uniform,0.05,16,150,42,0.3436276912689209,"[0.68, 0.64, 0.72, 0.8, 0.7083333333333334]","[np.float64(0.5763431299545244), np.float64(0.6087228146096639), np.float64(0.5559415122827539), np.float64(0.5884001274003227), np.float64(0.5546405890281787)]"
44,0.5786799075155924,0.6856666666666666,0.037529247853433506,3,True,uniform,0.05,16,150,123,0.26414966583251953,"[0.64, 0.64, 0.72, 0.72, 0.7083333333333334]","[np.float64(0.5804045967944125), np.float64(0.6116074833407384), np.float64(0.5514715943053138), np.float64(0.6049308160307046), np.float64(0.5449850471067927)]"
45,0.5945797234733667,0.7416666666666667,0.06097358262213054,3,True,uniform,0.05,16,150,456,0.217665433883667,"[0.8, 0.64, 0.76, 0.8, 0.7083333333333334]","[np.float64(0.584833628528717), np.float64(0.6174260653072615), np.float64(0.6328791219175102), np.float64(0.591727654257763), np.float64(0.5460321473555825)]"
46,0.5946937022656575,0.7096666666666667,0.06387835661978512,3,True,uniform,0.05,32,50,42,0.13869309425354004,"[0.8, 0.64, 0.64, 0.76, 0.7083333333333334]","[np.float64(0.5916113826966717), np.float64(0.6194904968284185), np.float64(0.5589797097428685), np.float64(0.6118957095953288), np.float64(0.5914912124650002)]"
